,ACH-000147,ACH-000624,ACH-000028,ACH-000277,ACH-000117,ACH-000097,ACH-000212,ACH-000856,ACH-000849,ACH-000768,ACH-000783,ACH-000573,ACH-000643,ACH-000352,ACH-000276,ACH-000019,ACH-000223,ACH-000374,ACH-000288,ACH-000711,ACH-000927,ACH-000759,ACH-000721,ACH-000934,ACH-000330,ACH-000859,ACH-000699
FAT1,0.62293035092,7.13965366757,4.59753117422,4.35120427726,4.0071955014,4.48864353985,5.56559717585,8.86034209697,6.2445065514,6.91719303692,5.8848420938,6.68580001974,4.57531233069,3.21567859661,6.79714271077,3.25096157353,6.27631054746,6.65606727373,6.43662826729,4.12763327973,5.22265002245,5.27537959625,4.63052196347,6.97326686099,0.389566811763,6.26584942144,6.44559429134
PSME2,7.20271155946,7.20280949213,8.00511923677,7.47061820555,8.16103107981,8.06398821712,7.32957212577,7.68088692072,7.99418369805,7.86616616904,7.42122329923,8.59637613881,7.31524015251,7.78979444762,7.47654370621,8.27295630794,9.25486327614,8.58578880807,8.19775729523,8.10627502699,8.264536431,7.77346892791,7.09085343045,7.81057163474,7.10265813136,8.90601870394,8.88658062991
FAS,3.82068956056,3.67242534197,2.03913839391,0.0840642647885,2.017921908,2.59454854955,1.05658352837,2.47248777146,1.36737106565,1.98913900737,0.163498732283,3.33485426933,2.63923216325,1.64154602909,4.67355642399,1.83995958749,3.45285896471,2.37573453858,3.75060650484,2.03210084317,0.0426443374085,1.18903382439,0.641546029088,2.2750070475,0.0976107966264,3.30597052098,4.054848477
MAP4K4,3.72792045456,4.45088131527,4.65821148275,0.389566811763,2.00360223668,3.41006969176,5.59753117422,5.92789645373,4.90881290774,6.7531498788,4.40599235968,6.37833821199,5.37086174009,5.50303064564,6.60806996772,3.90592847817,6.4822029263,5.61588707392,6.05419729439,5.90038381667,5.19652836094,4.21256933885,5.38093719493,4.79597469421,0.18903382439,5.89845023281,7.58022087413
ARHGEF2,5.60169651648,3.90592847817,3.35332329116,6.02502879449,4.30815697511,5.12639473762,4.38474058729,4.62527048937,5.82781902462,5.3930042569,4.50080205306,6.50143914516,4.14649230698,4.35543919725,5.5734957155,2.42760617278,5.26228280642,5.86418614465,6.11103131239,4.93875626149,3.25247621414,6.87147405839,5.26077843189,5.05441438792,4.54411440221,5.60110220338,6.12453492853
ADAM10,5.8848420938,5.24336442569,5.82094479188,5.84949893172,5.56498780096,5.44062004768,5.41006969176,7.52575569283,6.79389588255,7.11249163574,6.05614996111,6.08172309064,6.82984955984,5.77741971552,6.56224242422,6.09085343045,7.4436895245,7.14312807294,6.16390121381,6.76765479824,5.42324199597,6.424754167,5.20320115632,6.18328800121,5.99276843077,7.59648795686,7.40624753081
GNA11,4.5631581304,3.94298359819,4.12515513132,5.77214959078,4.76606505147,4.60110220338,5.37121034346,5.09339115325,4.85149920246,5.76500424625,5.80115865609,4.69209237543,3.69599381311,5.47994190148,5.76447355099,4.10685079645,4.89965902638,5.21839371108,4.72410451987,5.26566192452,4.76181714251,5.65563804923,4.21490191016,5.3812833725,5.17232749166,5.31469652566,4.92076967302
ST3GAL5,0.6322682155,3.27947129564,2.52857131887,2.43562859405,3.72900887034,4.34624777408,1.11769504267,2.62527048937,2.00360223668,2.76553474636,4.89336221076,2.98913900737,1.43295940728,1.69153416492,0.887525270742,1.9855004303,3.91169158187,2.08746284125,1.23878685959,1.17632277264,3.83794324189,5.39471991299,0.464668267003,5.50906238636,2.81557542886,3.47638168757,1.41683974191
TIMP2,5.69320814891,5.72601374886,4.39025495632,1.14404636962,6.18487534291,3.92124588859,8.25776496857,6.75635616598,5.5363637924,7.64659470958,4.05745027218,5.97544676564,7.20935588294,4.81198471935,7.5597212312,3.01435529298,7.22689381357,7.16972461321,7.41049375191,7.52872758153,2.18269229752,5.65849713666,5.70791125419,4.6340123564,6.34837407519,6.34394073927,8.35790383855
WDTC1,3.86492897229,3.24640808725,3.82578562746,4.67468661993,3.8052924556,3.516015147,3.4620523188,4.02502879449,3.85996954822,4.02059109477,4.4502214959,3.94016675048,3.83592407425,4.26077843189,4.25776496857,3.30888505741,4.22804904788,3.6182386556,4.20084957464,4.07895134139,3.92409988564,3.777156666,3.42894634477,4.18348651446,3.5885647374,4.41751500289,3.95233356637
PAF1,5.91934008244,5.24906603386,6.4427776593,6.40463068422,7.02912154913,5.27127625918,5.53574194108,5.9855004303,6.73240488678,6.30048984436,6.73077579651,5.21723071622,4.67016051413,5.17672169288,6.22535206078,6.51774811423,6.92409988564,5.89166220799,5.70404195482,5.96000193207,5.58074849176,5.71011763204,4.96486066425,6.13339912542,5.68173035544,6.20359271421,5.59245703727
SLC35F2,4.26228280642,4.344828497,3.00898878323,1.83187724119,3.36876834909,3.71259578045,4.7703004895,3.90785207185,6.23572705984,5.38232140711,3.79077203786,4.16027483141,3.86690797814,4.30597052098,5.30085587127,3.00180224263,4.48091134605,4.48735771531,3.07553263117,5.0329824167,4.01881218574,1.89141918685,6.06501215044,4.3645724323,3.03033607837,4.96393645214,4.11186596387
HIF1A,5.2820690752,4.6707270545,5.00360223668,5.90592847817,5.98800293751,5.16349873228,5.87011808397,5.92005505481,6.27686882998,7.18209634775,4.67412163263,6.37573453858,4.67976157352,5.50175758574,6.79311555527,6.11186596387,6.50430258316,6.09866378189,6.44757919655,5.52262076104,6.4553272203,5.83945576522,4.62702310555,6.71232064074,5.7594221857,7.59812695992,7.18249367495
EPB41L2,3.33342373373,3.26153081524,4.20711196121,4.81198471935,1.78240856493,1.9221978484,4.79701297784,6.31251996747,5.01703108053,5.85524225145,3.37989816352,5.50175758574,4.5885647374,3.36597242759,6.36474750602,4.34837407519,3.54596836911,6.43746079951,5.19692173382,6.54889895287,1.16992500144,2.12101540096,5.1093605594,4.56071495447,3.41006969176,3.82374936031,6.55566279922
DCUN1D4,4.57410150809,3.8052924556,4.33628338786,4.09676785471,4.71589337055,4.96532254837,4.65248649492,5.05180710701,4.36737106565,4.15946772927,5.50112063428,4.91456452349,3.2779847473,3.84398384405,5.41582625747,4.61706334389,4.38059093427,5.24678809384,4.90255600534,4.21645486514,3.74200621087,4.61706334389,4.66845955692,4.47638168757,5.32228872357,5.3519109611,5.21567859661
SMARCC1,4.76394266045,3.32192809489,4.52669484554,4.83187724119,4.56193705962,4.47378691161,5.7779456707,6.16510798514,5.2372577709,4.91599885174,4.92837032302,4.97361127552,4.62819033462,4.55704241526,5.44857062601,4.16188768238,5.19495379593,5.01077983875,5.92576211367,5.4944156104,5.33771109213,4.90352037372,4.82119997806,5.32373033752,5.76234881564,5.82578562746,5.61058195849
GLI2,0.2750070475,0.584962500721,0.0976107966264,0.0143552929771,0.0285691521968,0.0565835283664,0.0426443374085,3.14404636962,0.0703893278914,2.14404636962,0.0285691521968,1.22650852981,0.516015147004,0.0285691521968,0.941106310946,0.0143552929771,1.28095631383,0.111031312389,0.0143552929771,0.263034405834,0.0,0.0143552929771,1.344828497,1.03562390973,0.0143552929771,0.0565835283664,0.163498732283
CDK4,7.47167521439,5.7784714342,7.54187100884,7.23916887867,6.70238050162,7.80083520362,10.2969162069,8.04078286581,6.27108946627,7.11935617704,7.19603649395,7.27407525451,5.98868468677,7.41945461948,7.65255819766,7.41574176829,6.69641119921,7.52536419869,8.01870093106,9.99067128398,7.47094352153,6.30177053246,7.748461233,7.70009287476,7.00472609359,7.51301692817,7.09908476089
CLIC4,4.57954222494,4.95605665241,5.3746917521,6.32355021454,5.03430376777,4.9527994779,7.20730722345,6.91133206157,6.83301656081,7.07959144865,4.85499301676,5.17072627613,5.28651155766,5.37989816352,6.3909427728,5.66305992375,6.16711703023,5.3476656563,6.88410945136,7.42651636562,5.97292236423,4.10265813136,2.516015147,5.55857377624,5.40633257782,5.96901230752,7.55550942708
STX1A,3.23878685959,2.74631276643,4.79908730607,2.94110631095,4.37086174009,3.49185309633,3.23878685959,3.32481060342,3.46074256379,6.28983446518,4.15946772927,5.90400231628,3.57531233069,3.52982094653,5.68818035859,3.93640237773,3.27052894238,4.07124781946,3.21101219349,3.36737106565,4.54163873444,3.84999925947,4.17312743348,5.39882918244,3.22032995488,3.99004721957,4.96208624985
MMP1,0.13750352375,1.99276843077,0.20163386117,0.150559676575,3.74092756032,1.74416109557,0.389566811763,0.773996325111,0.333423733725,4.67581593117,1.09761079663,4.48671437303,0.214124805353,1.15704371015,0.310340120612,0.321928094887,0.286881147788,0.565597175854,3.14893410453,0.0840642647885,0.321928094887,0.124328135002,3.62993940944,3.62410089463,0.214124805353,1.26303440583,0.641546029088
RRP1B,3.60762622085,3.20320115632,4.24868662687,4.06177619759,3.45285896471,3.15218341906,4.55090066465,5.27612440527,5.20984323053,4.26002565596,4.4262647547,4.39711840904,3.70708299177,4.28095631383,4.37642931107,4.51159454154,3.8489984304,4.72737593859,4.86591881455,4.4053116826,3.92884403671,3.80322703643,4.12267271882,4.29204549249,4.90014226036,4.63865311647,3.81044310385
ANO10,5.09465834265,2.68481873755,3.09085343045,4.66789212523,3.71918344048,3.80012335283,3.80838505066,4.51412226017,3.50969584193,4.68425770506,3.78031009904,4.04264433741,3.43696133783,3.51222688651,3.84096670449,3.65420637794,3.33199177823,3.71918344048,4.25851892471,4.9102529628,3.80115865609,4.47313748777,3.05658352837,3.9909548604,3.85499301676,4.62527048937,4.63923216325
DCTD,5.08065766335,4.85698568978,5.12680770314,4.94345253856,4.83187724119,5.39369076419,6.56696732901,5.90977310414,5.14608493862,6.79285535236,6.06307144984,6.04220656012,5.83187724119,2.98185265329,7.70646148276,4.75968848843,6.66049513189,5.78764141448,5.86369071366,5.43295940728,3.82883464947,6.41818994795,6.3271484083,6.40939093614,5.24754780689,5.44923120067,5.87332106291
BMP4,4.3930042569,2.98913900737,3.70376517879,0.111031312389,1.78240856493,1.92979099772,5.26791028088,6.84486265583,2.52857131887,7.37868501368,3.90014226036,0.526068811668,3.58616424593,2.83187724119,6.27407525451,2.45417589319,4.08661394741,1.0,4.70873904136,0.0976107966264,2.40053792958,0.565597175854,0.150559676575,1.32192809489,0.214124805353,1.87578006307,2.57288966842
DFFA,3.96254902292,4.12598165385,4.7398481027,5.15906400881,3.76234881564,3.7169908944,5.51191074867,5.42290574261,4.44426950241,4.48735771531,5.61529857909,4.95512678126,4.47767732757,4.27872821294,4.53667461757,4.52544250602,4.98823022306,4.69766263347,5.92005505481,4.88996019966,4.19455988602,3.54101915313,5.4131201464,4.6707270545,4.16188768238,5.18705508997,5.50048340147
KLHDC2,4.80477637796,4.57046293103,5.2106226444,5.66220549965,5.97682185236,5.11686375769,4.65191274465,6.17851547019,4.58255600301,5.01077983875,4.34695688938,3.95419631039,4.95512678126,5.51538446064,5.68901954138,5.14282184412,5.44095219803,4.43696133783,4.2562558732,4.2750070475,5.47248777146,6.20300533751,3.8349134297,5.57046293103,4.73118324157,4.83945576522,5.18428029442
TIMM22,3.23419472295,1.63691458036,3.61706334389,3.03562390973,3.08065766335,2.29572302454,3.50842865253,4.01346225981,3.28983446518,4.00360223668,3.38818953716,4.55765515473,3.16027483141,3.21412480535,3.51853513898,3.56437816857,3.45154083302,3.36176835942,4.24868662687,3.41142624573,3.47118746039,3.36876834909,3.37989816352,3.87676249078,2.84799690655,3.38681094647,3.72900887034
PRR15L,4.53231695933,0.250961573533,4.87774424995,8.56932399117,5.20084957464,6.62716906084,0.2750070475,1.0285691522,3.70818723602,0.367371065649,4.99729240764,0.0426443374085,1.68706068834,5.42290574261,1.91838623445,4.78816365704,3.64500988439,2.57531233069,0.124328135002,1.11769504267,5.76712507727,6.11519974939,0.0426443374085,6.73443866614,5.12598165385,4.96855160336,0.226508529809
NET1,4.48349335128,6.43095427139,7.14363830992,5.99751823452,6.37799132691,4.41616416473,5.00764403088,6.16148463864,5.5936525584,5.75274859141,6.39951292418,4.59991284219,6.2714630279,6.41903318547,7.62709608504,6.16309613844,5.06651978143,6.78188423454,5.39369076419,5.57198012019,6.08044448343,7.35217587833,4.83592407425,6.1034976397,5.91432533009,6.23074100263,4.7300964656
TBXA2R,0.83995958749,0.495695162624,0.20163386117,0.66902676551,0.757023246507,0.432959407276,1.15704371015,0.263034405834,0.356143810225,1.124328135,0.0426443374085,1.8196681835,0.150559676575,0.0703893278914,1.36737106565,0.0,0.411426245726,0.286881147788,2.32481060342,1.04963076772,0.0,0.18903382439,0.0285691521968,0.389566811763,0.948600847493,0.0976107966264,0.333423733725
PIK3C2B,3.89627184881,2.84999925947,4.06436554026,4.22342254993,2.60644222813,4.43229133825,2.53853816363,3.09761079663,3.90592847817,1.83995958749,4.15946772927,2.58976348698,1.97085365434,4.00450139223,2.60880924268,4.14323013478,3.38543103719,3.63807383718,1.748461233,3.35473423997,3.25096157353,5.46074256379,1.75702324651,3.76234881564,4.24031432933,3.91838623445,2.33342373373
EIF4EBP1,6.34216358329,5.02236781303,5.93073733756,6.53884852074,6.19436289073,7.5926065316,8.82053001805,6.99582367063,6.7851581774,6.07189135306,7.28114183367,6.20906339535,5.20867331963,6.94544383638,7.03935776516,6.1737270989,5.27575204883,5.83895176695,7.93008679561,9.11348172828,5.80941444424,4.58255600301,7.77840572424,6.99887245399,4.45088131527,6.23572705984,6.61176256006
CAST,5.5216789516,7.16761885466,6.81480674309,7.3212967777,6.64975914663,6.03957710306,6.43629511984,5.18586654531,7.85524225145,7.75194568162,5.0232553523,6.77768271707,7.39566265491,5.93050081079,6.72587745912,5.42425028608,6.95559179175,7.41388175333,6.15765009686,7.70701394844,5.25738784269,7.63183185061,6.06587384677,6.2816982501,4.11686375769,7.69759313782,7.18616377328
TOPBP1,5.21684284284,4.20867331963,4.92837032302,5.04701481952,4.81762325751,5.46662712004,4.13504228623,5.52324829261,4.92694824795,4.68594014845,5.09887428674,5.49313492231,3.95791459863,5.14812063112,6.1866590172,4.39506279952,5.48735771531,6.00247750361,5.59275601044,4.06953032516,5.4262647547,4.31614574229,5.34411833452,5.32156737604,5.81044310385,5.41920177385,5.67750824226
GNB5,3.85897561429,3.21723071622,5.32373033752,2.87774424995,2.42760617278,3.69710657448,3.90785207185,4.57167680997,4.1456774552,5.02192383855,4.07895134139,5.34411833452,3.36036427654,3.5397791917,4.36806987653,4.43629511984,3.80219321694,5.13134253912,3.64154602909,4.58796498888,2.7355221773,3.49952702422,3.94298359819,4.26378561389,3.91552090075,4.87921563717,4.22727899447
